x,y
88.364456,57.784378
74.283936,54.40678
60.256474,46.311462
82.13437,57.717567
101.03639,67.84934
69.284134,48.406086
77.81013,57.588833
91.29688,63.03135
107.66841,65.91405
76.40689,56.871525
72.313515,51.168285
100.56871,68.07376
85.40742,57.31956
65.73637,47.454475
78.559,57.776672
102.01643,67.376236
92.44081,67.234024
102.319664,67.23141
73.051186,52.32614
70.23932,48.974834
88.56056,57.891556
91.96877,65.819046
86.83264,57.347816
92.62934,67.65634
104.750336,66.19454
73.5264,53.136063
93.27278,68.66579
71.30269,49.905098
64.975815,47.35335
89.05592,58.24083
100.71979,68.00157
106.31808,65.80417
108.06331,66.10597
67.84049,47.865753
82.02788,57.731422
98.86425,68.84363
72.67582,51.715893
97.88674,69.218376
88.70565,57.981354
70.66043,49.300117
95.17704,69.66583
90.98131,61.803932
74.11193,54.128273
67.423485,47.758686
75.07062,55.54406
93.32456,68.72479
92.49515,67.36309
109.09305,67.57011
74.6767,55.005707
84.74091,57.372154
83.09207,57.584
78.128586,57.682087
65.000305,47.356487
92.592575,67.57944
94.47159,69.50913
84.89339,57.357613
92.58727,67.568146
89.3978,58.564568
85.80336,57.30451
109.05394,67.45857
72.61481,51.620525
84.3335,57.416786
91.34593,63.23906
91.305405,63.06719
62.731583,47.02679
84.717255,57.374527
108.320114,66.29982
93.38754,68.792984
87.94448,57.602074
74.52983,54.788445
98.66312,68.92605
73.594505,53.253242
84.93126,57.354206
67.8154,47.858814
73.32133,52.783768
70.60834,49.25702
84.30343,57.420364
89.181885,58.35109
71.52109,50.144382
102.03093,67.36928
92.67618,67.75073
96.70082,69.55569
63.39724,47.13958
73.5922,53.24928
87.72062,57.527298
91.83847,65.328674
100.10727,68.291534
72.33709,51.20249
71.38096,49.98879
79.996185,57.89074
66.2157,47.525764
94.11699,69.35312
106.67454,65.77663
65.80095,47.463623
104.915665,66.138336
68.09816,47.941082
76.40583,56.87075
97.43371,69.365585
91.13893,62.39004
64.61357,47.307106
75.18191,55.68387
79.86053,57.89057
106.91785,65.777115
80.97552,57.84513
75.69756,56.260036
104.00347,66.47797
85.33286,57.3239
62.00487,46.874073
60.975353,46.582985
64.781975,47.3286
68.08688,47.937626
67.83224,47.863464
105.982315,65.85555
73.884186,53.748222
86.084404,57.303146
74.4463,54.66118
105.78893,65.89461
107.52535,65.8685
73.66033,53.366364
64.37273,47.276096
73.5063,53.101463
63.259483,47.117928
94.03549,69.30809
68.93807,48.247204
91.60011,64.34067
78.77941,57.81267
75.13112,55.620747
66.16168,47.517296
65.39946,47.408455
87.790306,57.549076
72.77513,51.87362
91.200226,62.633213
102.7788,67.01567
76.0424,56.58198
75.27876,55.80104
87.3976,57.442387
102.9538,66.93498
87.94472,57.60216
74.40376,54.595406
73.56321,53.199406
95.13926,69.66168
103.97244,66.49064
65.96929,47.48809
81.25386,57.820103
86.36154,57.31073
92.42379,67.19231
68.11478,47.946205
71.20676,49.8056
108.45938,66.43607
93.277695,68.67151
67.05038,47.676136
79.78789,57.88972
74.87908,55.29064
79.49469,57.880463
89.37785,58.54345
106.95904,65.77898
80.78044,57.8599
98.47919,68.99922
84.019806,57.455715
73.8353,53.665348
80.66119,57.867683
76.77666,57.116966
74.26545,54.377274
69.432274,48.48101
63.283775,47.121803
63.616543,47.172565
72.93113,52.12703
81.7729,57.7632
71.50804,50.129574
93.61654,69.01099
90.27472,59.875393
84.668304,57.37953
65.262024,47.390335
101.74204,67.508316
99.37213,68.62584
73.00548,52.24997
92.74753,67.887184
74.56288,54.83807
108.43132,66.40654
76.15849,56.679646
73.49158,53.07614
108.5905,66.59001
93.21804,68.60042
90.96892,61.76042
88.533585,57.875877
106.84482,65.77513
75.996254,56.541702
108.8618,67.01758
94.893555,69.6239
109.11921,67.65021
62.290203,46.9384
108.11298,66.13849
68.867386,48.21734
92.12111,66.33725
68.91644,48.237976
96.1428,69.64946
81.79806,57.760162
90.74434,61.036118
71.67781,50.327328
85.39762,57.320107
95.05159,69.650406
89.69113,58.91278
86.577896,57.323666
108.88264,67.05848
90.68565,60.866447
97.15971,69.44433
66.14101,47.514088
108.9283,67.15332
65.798256,47.46324
78.87851,57.82636
60.722965,46.49486
89.374695,58.540127
64.84805,47.33703
62.297134,46.939888
72.50768,51.456062
75.22398,55.73528
92.5421,67.46969
91.76163,65.02105
69.87601,48.73332
90.026215,59.413406
91.29399,63.01921
67.267746,47.722847
66.251755,47.531487
88.24255,57.725243
62.820454,47.043148
62.73942,47.02825
68.796814,48.188347
92.12008,66.33395
64.82164,47.33366
59.841995,46.123955
77.25728,57.37197
79.44801,57.878082
76.39547,56.863194
87.33865,57.429527
62.4294,46.967644
91.37279,63.354008
91.049194,62.049133
90.173035,59.67565
73.6677,53.379017
77.249405,57.368324
80.15135,57.888752
83.94881,57.46496
108.97946,67.269
90.77887,61.139618
96.19858,69.64244
108.233795,66.22717
107.11398,65.79105
95.94585,69.66956
69.41282,48.47092
103.511894,66.6853
90.42824,60.208614
95.237015,69.67156
99.81618,68.426125
70.455025,49.13498
101.509,67.62091
63.73288,47.189407
92.998146,68.30362
80.008644,57.890663
86.428856,57.31406
100.82977,67.948814
96.847244,69.52318
74.652145,54.969982
61.066086,46.612896
92.36841,67.052155
88.572655,57.898685
77.57456,57.50553
70.86509,49.477745
73.710464,53.452335
91.25897,62.87323
102.26785,67.256035
86.29464,57.30802
66.691666,47.606483
67.401405,47.75348
89.673546,58.889763
75.80003,56.360825
89.972694,59.32484
107.98245,66.0575
60.397987,46.370056
90.2498,59.824986
76.785515,57.122295
103.911285,66.51577
74.90802,55.329956
92.933075,68.20419
70.27634,49.001396
87.874054,57.57702
92.40972,67.15736
98.88393,68.835434
78.39067,57.743687
102.309204,67.23637
79.44081,57.87769
85.28304,57.327034
60.90506,46.55918
70.797195,49.41732
73.06592,52.350796
67.66361,47.81824
77.43954,57.45182
94.51079,69.52278
106.62866,65.7784
88.09761,57.66174
89.39226,58.558678
61.616455,46.775974
106.319016,65.804054
62.7649,47.032974
64.595535,47.3048
104.239914,66.38359
99.524216,68.55829
90.66366,60.804863
72.28844,51.132133
94.44414,69.499176
68.64038,48.1269
92.69243,67.78257
94.68503,69.57575
70.26659,48.994358
104.274055,66.370285
79.4138,57.876167
81.50524,57.79402
93.096344,68.44329
77.229965,57.35925
65.51477,47.42392
69.378174,48.45314
87.4516,57.454853
81.048904,57.83896
88.20528,57.70822
83.776,57.488
83.94396,57.46559
65.93984,47.48374
70.21596,48.95827
82.9376,57.606106
89.321144,58.485
62.5077,46.98352
73.66999,53.382942
64.68513,47.31625
87.32826,57.427334
65.08573,47.367462
91.49481,63.88324
75.22975,55.742268
71.975784,50.701736
76.896385,57.1869
102.75618,67.02618
74.49072,54.72918
85.680405,57.30765
108.2257,66.22078
75.2616,55.78057
96.17354,69.64566
75.10692,55.590275
86.42436,57.31382
82.18588,57.71076
85.36704,57.321854
92.37315,67.064415
97.39812,69.37628
86.3952,57.31232
88.03941,57.6382
81.61376,57.781876
109.1712,67.82467
94.671165,69.571976
105.836685,65.88438
60.13468,46.258873
106.91206,65.7769
78.7502,57.80835
90.17346,59.676453
75.03909,55.503464
63.017246,47.07784
87.971695,57.612152
83.36291,57.545387
76.465996,56.913887
98.47157,69.0022
63.293552,47.123356
91.36345,63.313972
67.70365,47.828712
108.97833,67.26634
76.536995,56.963158
89.993866,59.35945
90.68078,60.852715
84.48042,57.39982
104.75719,66.192154
75.93179,56.48401
74.25791,54.3652
95.47139,69.68443
66.915474,47.648926
64.950615,47.35013
99.93589,68.37108
69.47873,48.505417
70.85028,49.464436
107.775665,65.95579
93.13153,68.49046
96.121155,69.65203
87.57619,57.48619
90.154015,59.639984
108.58771,66.58643
92.21913,66.63875
91.19661,62.61863
99.95255,68.36338
60.347546,46.349476
89.694115,58.916718
64.39439,47.278908
63.84976,47.205925
86.998276,57.36927
61.12748,46.632626
89.4724,58.646294
85.695496,57.30719
71.49108,50.110435
91.66434,64.61559
94.34387,69.45993
97.142685,69.44894
87.99004,57.61907
62.495224,46.981018
85.49915,57.314842
80.33759,57.883514
92.62985,67.657394
70.42611,49.112743
84.324425,57.417862
83.71477,57.496323
59.839375,46.122692
100.65938,68.03047
83.208374,57.56737
100.0634,68.31197
64.75923,47.325703
88.327545,57.7659
106.79958,65.77472
91.09119,62.20636
77.039,57.26452
108.69649,66.736824
60.147415,46.26447
70.53592,49.198494
109.16109,67.78894
67.29219,47.728336
77.498215,57.47571
69.952415,48.781338
109.23152,68.058586
97.67729,69.28889
61.88685,46.845615
88.07303,57.651665
91.84337,65.347855
97.819046,69.24161
60.637165,46.46319
90.533325,60.46108
102.37935,67.20309
90.95332,61.70615
90.142395,59.618473
72.07845,50.83886
63.339672,47.130627
106.090744,65.836555
91.19957,62.630554
75.1933,55.697865
73.36992,52.867035
59.97834,46.18834
104.58249,66.254265
93.471085,68.877754
97.94429,69.19832
74.18652,54.250084
66.897644,47.645424
101.69692,67.5301
107.99879,66.066864
77.5509,57.49644
93.02741,68.34651
103.23123,66.80925
71.173195,49.771584
86.28685,57.307743
91.41611,63.540955
90.98685,61.823547
109.02727,67.38749
98.192055,69.10881
65.541695,47.427567
70.486595,49.159534
99.25664,68.67647
92.77989,67.94629
72.92796,52.12182
68.43725,48.052586
108.792175,66.89052
65.111694,47.37081
80.72796,57.86345
86.27493,57.307335
108.9266,67.14965
90.42641,60.204388
61.57305,46.764187
84.64991,57.38144
60.062675,46.226814
91.39406,63.445595
72.29997,51.148727
96.78804,69.53668
72.736084,51.81124
103.11453,66.861786
105.00918,66.10778
77.25473,57.37079
76.58755,56.997185
83.2125,57.56678
74.66855,54.993874
98.0049,69.17688
87.03318,57.374413
65.07935,47.366642
69.02798,48.286415
65.215256,47.38423
108.0334,66.08742
94.31137,69.4462
107.57962,65.88449
94.897156,69.624596
100.7065,68.007935
92.35725,67.023056
94.18422,69.38751
101.72847,67.51486
95.8431,69.676994
61.723045,46.80419
106.574036,65.78123
108.751526,66.8225
60.43008,46.382977
108.57575,66.57127
64.26614,47.26218
71.689354,50.34118
101.43974,67.65442
100.57817,68.069244
74.50287,54.74765
102.601295,67.09846
95.039154,69.648605
80.72862,57.863403
62.415585,46.9648
88.9239,58.13536
64.06153,47.234978
104.307014,66.35753
101.23044,67.75564
73.213745,52.60025
66.00879,47.493973
89.58458,58.777718
70.43822,49.122025
69.982025,48.80033
78.67741,57.79699
91.83649,65.32091
64.95546,47.350746
71.93901,50.653633
65.86787,47.47324
92.43127,67.21072
90.68312,60.85933
80.35068,57.883034
90.47276,60.313026
73.8731,53.729454
77.55532,57.498146
91.09712,62.228897
105.5641,65.94757
82.168396,57.713078
96.435326,69.60661
94.53585,69.531166
88.86307,58.089996
77.83441,57.596706
73.236725,52.639343
107.81581,65.973236
78.99194,57.840218
90.56072,60.53042
75.884094,56.44023
77.1286,57.31024
81.77484,57.76297
104.22193,66.390625
71.02401,49.62521
91.43157,63.60803
95.125946,69.660126
106.54651,65.78294
83.06877,57.587334
103.004105,66.91198
86.875885,57.35296
83.05893,57.588745
83.46822,57.530525
108.08395,66.119225
63.58079,47.167305
89.38669,58.552773
108.690865,66.72847
73.95118,53.861115
83.51262,57.5243
91.512886,63.962044
98.40002,69.03002
99.7871,68.439415
77.459274,57.459953
75.331985,55.863655
68.97483,48.26307
108.617355,66.62514
75.59129,56.1508
87.94819,57.60343
88.749664,58.010506
81.34161,57.811344
84.76715,57.36956
73.57217,53.214813
94.08592,69.336395
90.851524,61.366608
96.14155,69.64961
65.72508,47.45289
64.80665,47.33175
69.514786,48.524673
103.56291,66.66317
78.61897,57.78725
108.37656,66.35202
67.16323,47.69993
72.97366,52.197197
89.93677,59.267353
100.23461,68.23191
94.63124,69.5607
77.33009,57.404915
73.97333,53.89826
91.524704,64.01352
107.013916,65.78232
97.71262,69.277275
71.18136,49.77982
85.02605,57.346073
95.80946,69.67895
107.06502,65.78634
73.80681,53.616898
74.49812,54.740444
95.28337,69.67529
62.302025,46.940937
83.24202,57.562572
75.65033,56.212082
93.46611,68.87289
89.843925,59.12573
89.38074,58.54648
94.69672,69.57887
100.69043,68.015625
80.62247,57.869995
96.78681,69.53696
92.98937,68.29054
88.21269,57.71157
104.55353,66.264824
90.45687,60.275326
64.24977,47.26003
92.2016,66.58662
94.81251,69.60705
84.18933,57.434258
107.67827,65.9176
80.38931,57.881535
69.65707,48.603363
95.539986,69.68551
95.196335,69.667786
102.68201,67.06071
78.28122,57.719532
60.184776,46.280754
90.20094,59.72892
74.76298,55.129288
69.83387,48.70744
65.2345,47.38674
88.59566,57.91242
84.237495,57.428337
90.82439,61.280334
80.953545,57.846912
90.03496,59.428215
96.37332,69.61691
90.58339,60.588936
94.82645,69.61011
70.6093,49.257812
86.12115,57.30362
61.838905,46.83373
60.43497,46.384933
63.404472,47.140697
83.94167,57.465893
92.522484,67.4257
92.51,67.39729
108.05853,66.10296
96.473976,69.59988
61.0614,46.611374
68.319565,48.012188
80.17167,57.88833
68.16829,47.962936
89.14569,58.318398
91.67175,64.64703
78.880356,57.8266
95.52234,69.68534
63.234077,47.113846
91.38946,63.42578
101.31495,67.714775
89.827515,59.1017
65.60025,47.435562
102.7888,67.01104
82.1103,57.720726
75.1078,55.591385
92.25764,66.75055
99.27986,68.666336
108.27411,66.26008
75.9808,56.528023
85.66717,57.308075
95.212036,69.669304
88.420784,57.81359
90.97214,61.77169
86.11294,57.303497
83.00083,57.597057
95.86464,69.67561
87.04689,57.376495
62.42662,46.96707
96.64554,69.56717
70.91681,49.5248
89.70112,58.925987
67.14601,47.69623
108.7751,66.861435
96.87378,69.516975
103.44414,66.7149
84.784294,57.367886
108.064285,66.1066
78.99724,57.84082
75.07477,55.549374
64.54359,47.29814
106.39838,65.795334
73.51332,53.11355
94.04462,69.31332
86.21326,57.305496
85.45016,57.317276
67.23327,47.71519
80.118805,57.889355
95.78493,69.68022
74.33629,54.489784
69.699036,48.627426
69.88797,48.74074
99.45998,68.586945
80.57764,57.872536
67.27801,47.725143
66.45993,47.565716
88.98872,58.185917
102.87527,66.97107
89.114716,58.29107
103.66346,66.61994
69.495834,48.51452
104.548,66.266846
76.76215,57.108192
93.71666,69.09297
91.92409,65.6556
79.28415,57.867607
90.17369,59.67689
72.17386,50.969986
80.188896,57.88794
91.94896,65.7472
61.372883,46.70753
71.50158,50.12227
63.63017,47.17456
101.726776,67.515686
90.375824,60.090282
91.53073,64.03978
66.54762,47.580795
90.31019,59.948853
79.13634,57.8552
90.2213,59.7685
93.804474,69.15888
91.59376,64.31324
91.87694,65.47777
72.1156,50.8895
67.13384,47.693638
96.08626,69.65599
91.598724,64.3347
66.64534,47.59809
68.371185,48.029675
94.883026,69.62184
94.20091,69.39569
107.209564,65.802795
64.80259,47.33123
106.30962,65.805176
78.06683,57.66564
108.362,66.33818
91.44267,63.656235
